Advanced Spanish Club Conversation: 2017-18,637,5,6,Service Learning Academy,Fall,3,3,21,420,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Elementary Printmaking: 2017-18,526,5,6,Service Learning Academy,Spring,3,3,16,96,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Admin Social Welfare Agencies: 2017-18,642,5,6,Service Learning Academy,Spring,3,3,15,225,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Boystown Ethics: 2017-18,608,5,6,Service Learning Academy,Spring,3,3,13,221,17,170,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Children's Literature: 2017-18 (001),599,5,6,Service Learning Academy,Fall,3,3,27,67,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Evaluation of Social Programs: 2017-18,517,5,5,Service Learning Academy,Spring,3,3,23,3565,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Fall Festival: 2017-18,513,5,5,Service Learning Academy,Fall,3,3,14,252,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Environmental Warriors: 2017-18,524,5,5,Service Learning Academy,Spring,3,3,15,225,15,120,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
College Prep and Family Learning: 2017-18 (002),557,5,5,Service Learning Academy,Spring,3,3,25,800,28,210,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Belle RyanRain Garden: 2017-18,620,5,5,Service Learning Academy,Spring,3,3,12,51,27,67,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Drill Meet: 2017-18,531,5,5,Service Learning Academy,Fall,3,3,10,105,83,61,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Dreaming Big 1: 2017-18,532,5,5,Service Learning Academy,Spring,3,3,8,88,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Culturally Responsive Teaching: 2017-18,541,5,5,Service Learning Academy,Summer,3,3,35,350,10,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Adopt a Classroom: 2017-18 (001),641,5,5,Service Learning Academy,Fall,3,3,15,67,45,67,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Adopt a Classroom: 2017-18 (002),640,5,5,Service Learning Academy,Spring,3,3,15,60,37,74,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Applied Music Lab Recital: 2017-18,629,5,5,Service Learning Academy,Spring,3,3,71,1065,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Children's Literature: 2017-18 (002),598,5,5,Service Learning Academy,Fall,3,3,21,315,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Children's Literature: 2017-18 (003),597,5,5,Service Learning Academy,Spring,3,3,26,390,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
A Reading with Lisa Knopp and Anna Redsand: 2016-17,643,1,5,Community Engagement Center,Spring,1,1,0,0,0,0,0,119,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Beneath the Surface: Technical Art History and the Portrait of Andrea de Franceschi: 2017-18,740,1,5,Barbara Weitz Community Engagement Center (CEC),Fall,3,3,0,0,0,0,0,0,2,0,"6400 South, University Drive Road North",United States,Omaha,NE,68182,9,41.2578914,-96.01074
Collaborative Program Manager: 2016-17 (001),580,3,4,Office of Civic and Social Responsibility,Fall,1,1,1,167,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Program Manager: 2016-17 (002),579,3,4,Office of Civic and Social Responsibility,Fall,1,1,1,56,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Program Manager: 2016-17 (004),577,3,4,Office of Civic and Social Responsibility,Fall,1,1,1,234,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Program Manager: 2016-17 (005),576,3,4,Office of Civic and Social Responsibility,Fall,1,1,1,150,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Program Manager: 2016-17 (006),575,3,4,Office of Civic and Social Responsibility,Spring,1,1,1,102,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Program Manager: 2016-17 (007),574,3,4,Office of Civic and Social Responsibility,Fall,1,1,1,241,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
